date,return,position_date
2011-12-07,0.006640850467096643,2011-12-06
2011-12-08,-0.01432611693964794,2011-12-07
2011-12-09,0.008536801310291773,2011-12-08
2011-12-12,-0.014087502033985995,2011-12-09
2011-12-13,-0.00826027710660687,2011-12-12
2011-12-14,-0.006100312323272292,2011-12-13
2011-12-15,0.007868519798498525,2011-12-14
2011-12-16,-0.008009683420706513,2011-12-15
2011-12-19,-0.005393161211565757,2011-12-16
2011-12-20,0.01430087296278633,2011-12-19
2011-12-21,0.012042535521368237,2011-12-20
2011-12-22,-0.0009980432293735398,2011-12-21
2011-12-23,0.00646790747896227,2011-12-22
2011-12-27,-0.004408521652840695,2011-12-23
2011-12-28,-0.011170505481663227,2011-12-27
2011-12-29,0.00582620118497642,2011-12-28
2011-12-30,-0.0005671662269528819,2011-12-29
2012-01-03,0.01917513655047642,2011-12-30
2012-01-04,0.04200719221325299,2012-01-03
2012-01-05,0.001459386062958219,2012-01-04
2012-01-06,0.0024471876697782086,2012-01-05
2012-01-09,0.0003899555385545596,2012-01-06
2012-01-10,0.013721736346152697,2012-01-09
2012-01-11,0.00789897903444889,2012-01-10
2012-01-12,-0.003241726122786004,2012-01-11
2012-01-13,-0.0028072776983405715,2012-01-12
2012-01-17,0.013997523835500833,2012-01-13
2012-01-18,0.028612891263834622,2012-01-17
2012-01-19,0.011962457166770045,2012-01-18
2012-01-20,-0.0002193668975757747,2012-01-19
2012-01-23,0.00607265846881441,2012-01-20
2012-01-24,0.002410389756408801,2012-01-23
2012-01-25,0.012441221897797304,2012-01-24
2012-01-26,-0.003795600081300578,2012-01-25
2012-01-27,0.001765960177624907,2012-01-26
2012-01-30,-0.000990682480133221,2012-01-27
2012-01-31,0.0012038003475784511,2012-01-30
2012-02-01,-0.0011376671298808877,2012-01-31
2012-02-02,0.0015590952930748729,2012-02-01
2012-02-03,0.026389567379237762,2012-02-02
2012-02-06,0.0003168285327139464,2012-02-03
2012-02-07,0.0029830126778164967,2012-02-06
2012-02-08,0.005051793837201786,2012-02-07
2012-02-09,0.0033212431439988443,2012-02-08
2012-02-10,-0.010652344655878845,2012-02-09
2012-02-13,0.017154126802069517,2012-02-10
2012-02-14,0.00025209030294343613,2012-02-13
2012-02-15,-0.002548178097123365,2012-02-14
2012-02-16,0.015534625986751396,2012-02-15
2012-02-17,-0.009625432091498425,2012-02-16
2012-02-21,-0.005600010535310628,2012-02-17
2012-02-22,-0.0014021869322639994,2012-02-21
2012-02-23,0.006932291015888398,2012-02-22
2012-02-24,0.027980555017892143,2012-02-23
2012-02-27,-0.0036384894162983144,2012-02-24
2012-02-28,0.0035393326417214785,2012-02-27
2012-02-29,-0.009027552436745908,2012-02-28
2012-03-01,0.010173315478087563,2012-02-29
2012-03-02,-0.0063831371195620604,2012-03-01
2012-03-05,-0.0034008844457846903,2012-03-02
2012-03-06,-0.00986127091114219,2012-03-05
2012-03-07,0.0038715145763591136,2012-03-06
2012-03-08,0.01009975483523699,2012-03-07
2012-03-09,0.005201057167983925,2012-03-08
2012-03-12,0.0028874825101050275,2012-03-09
2012-03-13,0.008861078842226066,2012-03-12
2012-03-14,-0.000911071582553592,2012-03-13
2012-03-15,0.0033630420353140634,2012-03-14
2012-03-16,0.0008278918271753687,2012-03-15
2012-03-19,0.004539596085527278,2012-03-16
2012-03-20,-0.0015982732823848845,2012-03-19
2012-03-21,0.0011016181113216318,2012-03-20
2012-03-22,-0.000519184748155807,2012-03-21
2012-03-23,0.008149855809080625,2012-03-22
